accession	reference_length	covered_bases	reads_aligned	mean_coverage	RPKMF	sequence_name	taxid	kingdom	phylum	class	order	family	genus	species	subspecies	strain	sample_ID	total_filtered_reads_in_sample
K00021.1	6296	2767	4965	101.97348	397.991	Friend spleen focus-forming virus (proviral), complete genome	11820	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Spleen focus-forming virus	Friend spleen focus-forming virus	Friend spleen focus-forming virus	C24	1981442
KC617868.1	3780	3745	334	10.402479	44.5937	Parvovirus NIH-CQV putative 15-kDa protein, putative replication associated protein (rep), and putative capsid protein (cap) genes, complete cds	1341019	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified Parvoviridae genus	Parvovirus NIH-CQV	unclassified Parvovirus NIH-CQV subspecies/strain	unclassified Parvovirus NIH-CQV strain	C24	1981442
KP087798.1	8275	3674	1734	31.798893	105.755	Murine leukemia virus NZW-1 gag-pol polyprotein and env polyprotein genes, complete cds	1615765	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	Murine leukemia virus NZW-1	Murine leukemia virus NZW-1	C24	1981442
KU324802.1	8203	8131	21505	359.7622	1323.08	Murine leukemia virus CasE 1, complete genome	458105	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	Murine leukemia virus CasE#1	Murine leukemia virus CasE#1	C24	1981442
KY484771.1	8673	1332	122	1.9665611	7.0992	Porcine endogenous retrovirus A gag-pol polyprotein and env protein genes, complete cds	194958	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Porcine type-C oncovirus	Porcine endogenous retrovirus A	Porcine endogenous retrovirus A	C24	1981442
KY574504.1	8275	6345	14888	225.01059	908.002	Murine leukemia virus isolate AKR13, complete genome	11786	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	unclassified Murine leukemia virus subspecies/strain	unclassified Murine leukemia virus strain	C24	1981442
LC229035.1	8359	2065	2431	43.7465	146.774	Friend murine leukemia virus (ISOLATE 57) genomic RNA, complete genome	11796	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	Friend murine leukemia virus (ISOLATE 57)	Friend murine leukemia virus (ISOLATE 57)	C24	1981442
MF118167.1	3925	1793	25	0.81880796	3.21454	Human fecal virus Jorvi2, complete genome	2017081	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Human fecal virus Jorvi2	unclassified Human fecal virus Jorvi2 subspecies/strain	unclassified Human fecal virus Jorvi2 strain	C24	1981442
MH450109.1	8200	8027	9874	175.93814	607.712	Xenotropic murine leukemia virus isolate AKR40, complete genome	11837	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	Xenotropic murine leukemia virus	Xenotropic murine leukemia virus	C24	1981442
MH698402.1	162076	1190	271	0.26882032	0.843858	Human betaherpesvirus 6B strain GTEX-OXRO_icihv6b, complete genome	32604	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human betaherpesvirus 6B	unclassified Human betaherpesvirus 6B subspecies/strain	unclassified Human betaherpesvirus 6B strain	C24	1981442
V01108.1	5153	1256	13	0.29042575	1.27322	Human BK virus (strain Dunlop) genome. (Closely related to SV40.)	1891762	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus hominis	unclassified Betapolyomavirus hominis subspecies/strain	unclassified Betapolyomavirus hominis strain	C24	1981442
NC_004162.2	11826	11826	10225107	124627.305	66410.3	Chikungunya virus, complete genome	37124	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Chikungunya virus	unclassified Chikungunya virus subspecies/strain	unclassified Chikungunya virus strain	C6	13019498
NC_035889.1	10808	1743	214	2.978326	1.52081	Zika virus isolate ZIKV/H. sapiens/Brazil/Natal/2015, complete genome	64320	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Zika virus	unclassified Zika virus subspecies/strain	unclassified Zika virus strain	C6	13019498
KY316160.1	34169	1602	13	0.10170787	0.0292225	Human adenovirus 41 isolate SH/2015/D16, complete genome	10524	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus F	Human adenovirus 41	Human adenovirus 41	C6	13019498
AF033807.1	8805	8741	18715	315.82855	163.255	Mouse mammary tumor virus complete proviral genome	11757	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Betaretrovirus	Mouse mammary tumor virus	unclassified Mouse mammary tumor virus subspecies/strain	unclassified Mouse mammary tumor virus strain	C6	13019498
AF033811.1	8332	2181	7860	138.33318	72.4568	Moloney murine leukemia virus, complete genome	11801	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	Moloney murine leukemia virus	Moloney murine leukemia virus	C6	13019498
AF033812.1	5894	1809	709	17.802925	9.23936	Abelson murine leukemia virus, complete genome	11788	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Abelson murine leukemia virus	unclassified Abelson murine leukemia virus subspecies/strain	unclassified Abelson murine leukemia virus strain	C6	13019498
AF033814.1	3811	2698	1355	54.309204	27.309	Murine osteosarcoma virus, complete genome	11830	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine osteosarcoma virus	unclassified Murine osteosarcoma virus subspecies/strain	unclassified Murine osteosarcoma virus strain	C6	13019498
AF411814.1	8217	2012	2052	37.443165	19.1809	Amphotropic murine leukemia virus strain 1313, complete genome	188539	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	Amphotropic murine leukemia virus	Amphotropic murine leukemia virus	C6	13019498
FJ544577.2	8183	8183	201141	3526.0032	1887.96	Mus musculus mobilized endogenous polytropic provirus clone 15 truncated gag-pol polyprotein (gag) and envelope protein (env) genes, complete cds	590745	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Mus musculus mobilized endogenous polytropic provirus	unclassified Mus musculus mobilized endogenous polytropic provirus subspecies/strain	unclassified Mus musculus mobilized endogenous polytropic provirus strain	C6	13019498
FR872816.1	8562	8559	57135	978.1227	512.546	XMRV complete proviral genome, isolate S-162	438045	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia-related retroviruses	Xenotropic MuLV-related virus	Xenotropic MuLV-related virus	C6	13019498
J02207.1	997	520	43	7.211334	3.31268	harvey murine sarcoma virus p21 v-has protein gene	11807	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Harvey murine sarcoma virus	unclassified Harvey murine sarcoma virus subspecies/strain	unclassified Harvey murine sarcoma virus strain	C6	13019498
J02226.1	5130	1621	17	0.39939758	0.254529	JC virus complete genome	10632	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus secuhominis	JC polyomavirus	JC polyomavirus	C6	13019498
JX985409.1	12279	1626	15	0.18097122	0.0938283	Bovine viral diarrhea virus 3 isolate CH-KaHo/cont, complete genome	381707	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Pestivirus	Pestivirus H	Bovine viral diarrhea virus 3	Bovine viral diarrhea virus 3	C6	13019498
K00021.1	6296	2606	3536	72.39896	43.1373	Friend spleen focus-forming virus (proviral), complete genome	11820	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Spleen focus-forming virus	Friend spleen focus-forming virus	Friend spleen focus-forming virus	C6	13019498
KC617868.1	3780	3713	375	12.062534	7.61983	Parvovirus NIH-CQV putative 15-kDa protein, putative replication associated protein (rep), and putative capsid protein (cap) genes, complete cds	1341019	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified Parvoviridae genus	Parvovirus NIH-CQV	unclassified Parvovirus NIH-CQV subspecies/strain	unclassified Parvovirus NIH-CQV strain	C6	13019498
KP087798.1	8275	3462	950	17.586092	8.81782	Murine leukemia virus NZW-1 gag-pol polyprotein and env polyprotein genes, complete cds	1615765	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	Murine leukemia virus NZW-1	Murine leukemia virus NZW-1	C6	13019498
KU324802.1	8203	8062	15104	248.71725	141.425	Murine leukemia virus CasE 1, complete genome	458105	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	Murine leukemia virus CasE#1	Murine leukemia virus CasE#1	C6	13019498
KU936049.1	137452	1119	75	0.20384263	0.0419098	Bubaline alphaherpesvirus 1 strain b6, complete genome	202910	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Varicellovirus	Bubaline alphaherpesvirus 1	unclassified Bubaline alphaherpesvirus 1 subspecies/strain	unclassified Bubaline alphaherpesvirus 1 strain	C6	13019498
KY574504.1	8275	6082	10327	152.15002	95.8544	Murine leukemia virus isolate AKR13, complete genome	11786	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	unclassified Murine leukemia virus subspecies/strain	unclassified Murine leukemia virus strain	C6	13019498
MF118167.1	3925	1635	22	0.7202649	0.430515	Human fecal virus Jorvi2, complete genome	2017081	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Human fecal virus Jorvi2	unclassified Human fecal virus Jorvi2 subspecies/strain	unclassified Human fecal virus Jorvi2 strain	C6	13019498
MH450109.1	8200	7891	6210	110.59677	58.1679	Xenotropic murine leukemia virus isolate AKR40, complete genome	11837	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	Xenotropic murine leukemia virus	Xenotropic murine leukemia virus	C6	13019498
MH698402.1	162076	1393	342	0.36715537	0.162074	Human betaherpesvirus 6B strain GTEX-OXRO_icihv6b, complete genome	32604	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human betaherpesvirus 6B	unclassified Human betaherpesvirus 6B subspecies/strain	unclassified Human betaherpesvirus 6B strain	C6	13019498
V01108.1	5153	1240	12	0.3020188	0.178866	Human BK virus (strain Dunlop) genome. (Closely related to SV40.)	1891762	Viruses	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus hominis	unclassified Betapolyomavirus hominis subspecies/strain	unclassified Betapolyomavirus hominis strain	C6	13019498
NC_004162.2	11826	11766	22268	274.425	1378.27	Chikungunya virus, complete genome	37124	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Chikungunya virus	unclassified Chikungunya virus subspecies/strain	unclassified Chikungunya virus strain	C13	1366179
NC_035889.1	10808	2506	33379	464.84818	2260.58	Zika virus isolate ZIKV/H. sapiens/Brazil/Natal/2015, complete genome	64320	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Zika virus	unclassified Zika virus subspecies/strain	unclassified Zika virus strain	C13	1366179
AC_000007.1	35937	2973	3742	14.443653	76.2174	Human adenovirus 2, complete genome	10515	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 2	Human adenovirus 2	C13	1366179
AF033807.1	8805	1147	102	1.8154824	8.47936	Mouse mammary tumor virus complete proviral genome	11757	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Betaretrovirus	Mouse mammary tumor virus	unclassified Mouse mammary tumor virus subspecies/strain	unclassified Mouse mammary tumor virus strain	C13	1366179
FJ544577.2	8183	4015	2028	34.48114	181.404	Mus musculus mobilized endogenous polytropic provirus clone 15 truncated gag-pol polyprotein (gag) and envelope protein (env) genes, complete cds	590745	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Mus musculus mobilized endogenous polytropic provirus	unclassified Mus musculus mobilized endogenous polytropic provirus subspecies/strain	unclassified Mus musculus mobilized endogenous polytropic provirus strain	C13	1366179
FR872816.1	8562	2216	584	9.984308	49.9264	XMRV complete proviral genome, isolate S-162	438045	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia-related retroviruses	Xenotropic MuLV-related virus	Xenotropic MuLV-related virus	C13	1366179
JX985409.1	12279	8057	5550	67.06621	330.843	Bovine viral diarrhea virus 3 isolate CH-KaHo/cont, complete genome	381707	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Pestivirus	Pestivirus H	Bovine viral diarrhea virus 3	Bovine viral diarrhea virus 3	C13	1366179
KC617868.1	3780	3612	134	4.325069	25.9481	Parvovirus NIH-CQV putative 15-kDa protein, putative replication associated protein (rep), and putative capsid protein (cap) genes, complete cds	1341019	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified Parvoviridae genus	Parvovirus NIH-CQV	unclassified Parvovirus NIH-CQV subspecies/strain	unclassified Parvovirus NIH-CQV strain	C13	1366179
KY019139.2	5371	4718	3079	84.03601	419.611	Bosavirus MS-2016a, complete genome	1917013	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Copiparvovirus	Ungulate copiparvovirus 5	Bosavirus MS-2016a	Bosavirus MS-2016a	C13	1366179
MF118167.1	3925	1205	16	0.46701986	2.98382	Human fecal virus Jorvi2, complete genome	2017081	Viruses	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	unclassified Circoviridae genus	Human fecal virus Jorvi2	unclassified Human fecal virus Jorvi2 subspecies/strain	unclassified Human fecal virus Jorvi2 strain	C13	1366179
NC_004162.2	11826	11826	265730	3290.7393	8419.5	Chikungunya virus, complete genome	37124	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Chikungunya virus	unclassified Chikungunya virus subspecies/strain	unclassified Chikungunya virus strain	C22	2668802
AC_000007.1	35937	1126	22	0.08545002	0.229385	Human adenovirus 2, complete genome	10515	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus C	Human adenovirus 2	Human adenovirus 2	C22	2668802
KY316160.1	34169	2713	23	0.19159882	0.25222	Human adenovirus 41 isolate SH/2015/D16, complete genome	10524	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus F	Human adenovirus 41	Human adenovirus 41	C22	2668802
AF033807.1	8805	8775	25873	446.287	1101.03	Mouse mammary tumor virus complete proviral genome	11757	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Betaretrovirus	Mouse mammary tumor virus	unclassified Mouse mammary tumor virus subspecies/strain	unclassified Mouse mammary tumor virus strain	C22	2668802
AF033811.1	8332	2511	13985	255.66953	628.922	Moloney murine leukemia virus, complete genome	11801	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	Moloney murine leukemia virus	Moloney murine leukemia virus	C22	2668802
AF033812.1	5894	1862	1782	46.80275	113.287	Abelson murine leukemia virus, complete genome	11788	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Abelson murine leukemia virus	unclassified Abelson murine leukemia virus subspecies/strain	unclassified Abelson murine leukemia virus strain	C22	2668802
AF033814.1	3811	3029	2283	94.90549	224.466	Murine osteosarcoma virus, complete genome	11830	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine osteosarcoma virus	unclassified Murine osteosarcoma virus subspecies/strain	unclassified Murine osteosarcoma virus strain	C22	2668802
AF043303.1	4679	1382	16	0.4067123	1.2813	Adeno-associated virus 2, complete genome	10804	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Dependoparvovirus	Adeno-associated dependoparvovirus A	adeno-associated virus 2	adeno-associated virus 2	C22	2668802
AF411814.1	8217	2270	3294	64.89352	150.208	Amphotropic murine leukemia virus strain 1313, complete genome	188539	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia virus	Amphotropic murine leukemia virus	Amphotropic murine leukemia virus	C22	2668802
FJ544577.2	8183	8183	364082	6567.363	16671.3	Mus musculus mobilized endogenous polytropic provirus clone 15 truncated gag-pol polyprotein (gag) and envelope protein (env) genes, complete cds	590745	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Mus musculus mobilized endogenous polytropic provirus	unclassified Mus musculus mobilized endogenous polytropic provirus subspecies/strain	unclassified Mus musculus mobilized endogenous polytropic provirus strain	C22	2668802
FJ810126.1	5759	2106	28	0.59547156	1.82177	Culex pipiens densovirus, complete genome	185638	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Protoambidensovirus	Dipteran protoambidensovirus 1	Culex pipiens densovirus	Culex pipiens densovirus	C22	2668802
FR872816.1	8562	8562	97530	1713.7562	4268.22	XMRV complete proviral genome, isolate S-162	438045	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Gammaretrovirus	Murine leukemia-related retroviruses	Xenotropic MuLV-related virus	Xenotropic MuLV-related virus	C22	2668802
